ID_GRUPO_CUSTEIO_DA;ID_GRUPO_CUSTEIO;NU_MATRICULA_EFPC;ID_DEMONSTRACAO_ATUARIAL;NU_CNPB_PLANO_DA;QT_PARTICIPANTES_ATIVOS;VL_FOLHA_SALARIO;QT_MESES_CONTRIBUICAO;QT_MESES_APOSENTADORIA;NU_GRUPO_CUSTEIO;NM_GRUPO_CUSTEIO
31003;5126;4711;2690131;2018000519;320;42138511.32;32;306;1;GERAL
30626;5127;2292;2682868;2018002538;417;62716415.52;36;24;1;Plano VI
31011;5128;4711;2690139;2019003538;1367;83107365.48;19;319;1;GERAL
30345;5129;1239;2672371;2018000829;271;37081973.76;22;165;1;CD
30699;5069;1482;2683165;2020000938;96;12188076.87;95;215;1;Lonza
30721;5133;1781;2684340;2019002711;4099;0;16;217;1;Previ Família
30901;5134;3527;2688246;2020001756;522;0;14;128;1;Plano +Valor
30625;5137;1239;2682866;2018000918;296;36738520.39;21;198;1;CD
30500;5138;1482;2678760;2018001965;540;40499285.84;76;255;1;Merial
30825;5139;2258;2684816;2016001119;142;10995116;32;260;1;ESPN
30355;5141;1239;2672407;2019000229;2337;0;19;160;1;CD
30356;5142;1239;2672410;2019002965;59;8706231.69;22;231;1;CD
30351;5143;1239;2672386;2020000083;183;27491095.06;20;317;1;CD
30353;5145;1239;2672400;2020000792;3218;212927421.6;32;217;1;CD
30757;5146;2258;2684393;2019003392;39;2630685.84;23;262;1;RHENDE+ PREV
30760;5147;2258;2684399;2019003147;72;5077360.2;251;178;1;RHENDE+ SUPLEMENTAR
30889;5070;2258;2688304;2019003211;80;5944028;246;184;1;RHENDE+ BÁSICO
30738;5151;309;2684381;2019001519;43;0;20;270;1;Plano Instituído
31014;5152;309;2690151;2019001683;3;0;21;272;1;Plano Setorial
30621;5072;357;2683062;2020000611;17;713448.19;347;60;1;Grupo Saldado
30210;5073;758;2662700;2002002411;71;12400604.71;47;286;10;COMPRA AGORA
30214;5074;758;2662700;2002002411;7;1154124.66;19;333;11;MÃE TERRA
31165;5075;3825;2710921;1989001092;2115;203322328.2;55;268;3;GRUPO MARSH
30520;5076;3126;2678983;2008000192;21;0;0;0;5;GENESIS OIL_GAS
30518;5078;3126;2678983;2008000192;16;1751250.6;36;240;7;GLBL
30795;5156;1924;2684760;1989000347;86;12714354.51;229;162;8;SIEMENS INDÚSTRIA
30794;5157;1924;2684760;1989000347;8;1877622.37;268;154;9;MOBILITY
30775;5079;1924;2685129;1989000274;119;15516321;223;162;11;SIEMENS INDUSTRIA
30354;5159;1239;2672404;2018001418;107;12569663.99;31;241;1;CD
30849;5160;4649;2688194;2010003756;36;3592289;11;295;2;KINTO
30848;5161;4649;2688194;2010003756;165;33900913;86;211;3;BTB
31075;5081;4707;2694690;2019003856;217;41984906.86;14;259;1;SP PREVIDENCIA
31186;5082;4707;2716878;2020000474;396;48875888.75;0;280;1;PREVCOM MS
30685;5162;4861;2682916;2019000474;2905;262134400.9;23;236;1;Robert Bosch
31083;5167;1198;2694781;2019001111;2347;0;9;0;1;Plano Setorial
30441;5168;1674;2676201;2015000356;482;96487179.36;72;168;1;ABBVIE
30535;5169;1674;2678960;2019001918;656;84197661.96;73;208;1;LONGPING
30192;5083;3438;2662245;2009003519;251;21670255;33;304;8;Contitech
30547;5170;1674;2680788;2016000783;111;16974010.8;91;184;1;OLIN
30785;5171;1924;2684734;2008003711;157;20160102.56;63;176;12;DRESSER-RAND
30786;5172;1924;2684734;2008003711;120;19129704.1;99;173;13;MOBILITY
30782;5173;1924;2684734;2008003711;151;11204015.29;53;183;14;GUASCOR
30790;5175;1924;2684734;2008003711;46;8693585;124;129;16;ITB
30784;5176;1924;2684734;2008003711;1480;199885915.7;89;201;17;SIEMENS INDÚSTRIA
30409;5179;1482;2676167;2008000265;960;46099160.69;97;298;2;DELPHI POWERTRAIN
30627;5181;1239;2682870;2020000156;1840;130937969.6;12;239;1;CD
30335;5182;2556;2670958;2018001574;314;0;24;36;1;Plano Família
30956;5086;744;2689157;1986000729;3;260585.91;80;299;16;BoschPrev2
30949;5087;744;2689157;1986000729;7;854183.98;106;244;17;Bosch Telecom
31013;5190;2172;2690147;2020000865;115;20650140.68;18;222;1;Plano CD II
30843;5191;1991;2685749;2017000892;488;47238409;27;255;1;Solvay
30659;5192;4875;2682904;2020002329;161;51845348.75;11;338;1;ALPREV
31024;5194;1911;2690416;2018001711;3751;7840293.04;29;239;1;LUNELLIPREV
31191;5092;4707;2716859;2018001892;42;2859851;31;207;1;MULTI BIRIGUI
31189;5093;4707;2716859;2018001892;19;700794;34;142;2;MULTI SANTA FE
31187;5094;4707;2716859;2018001892;143;14613794;25;245;3;MULTI RIBEIRAO PRETO
31194;5095;4707;2716859;2018001892;20;935810;20;212;4;MULTI OSASCO
31193;5096;4707;2716859;2018001892;823;42957997;46;132;5;MULTI GUARULHOS
31197;5097;4707;2716859;2018001892;0;0;0;0;6;MULTI LOUVEIRA
30007;5196;2909;2648156;2016000465;17;3172748.02;99;57;6;PROLEC TRANSMISSAO 
30035;5098;2909;2653077;1993003411;261;25240289.88;51;171;34;PROLEC
30400;5201;3411;2675669;2016001429;167;30621158.71;30;291;1;Plano Mais Vida II
30013;5202;1403;2648209;2016000619;869;6861271.95;63;114;1;Grupo Único
30182;5203;237;2661916;2018000365;974;0;35;218;1;Familia Ceres
30146;5204;1359;2661168;2014001774;1097;134430376.9;33;223;1;Plano CD
30118;5205;4831;2658579;2019001829;7667;653545576.1;10;0;1;Plano CD NEOS
30882;5208;4652;2686620;2019001438;71;0;12;0;1;ABEFINPREV
30586;5209;655;2682840;2021000011;516;117919154;16;6;1;PP-3
31168;5210;2258;2712784;2021000974;160;26303861;108;252;1;BENTLY
31169;5211;2258;2712784;2021000974;1894;168140653;96;240;2;ENERGY
29999;5247;4221;2614974;2015001883;106;0;70;217;1;Plano COPANPREV
30141;5249;571;2660393;2020002418;691;0;14;309;1;Plano Familia Itaipu
30287;5250;895;2669096;2020001829;376;0;12;391;1;BRASILIA PREV
30093;5252;3678;2656119;2020001918;77;0;8;254;1;FAMILIA INDUSTRIA
30186;5251;3438;2662225;2020003392;88;19737406.68;120;166;1;Aerospace
30602;5255;3602;2682850;2020002965;349;0;16;0;1;Grupo de Custeio I
30436;5257;4203;2676195;2020002711;143;0;18;225;1;FAMILIA ATLANTICO
30350;5260;1239;2672382;2021000656;3;0;12;27;1;CD
31137;5259;3825;2697295;2020003211;648;70926535.81;144;228;1;Verallia
30812;5261;391;2684803;2020001519;121;0;11;56;1;FAPES
30739;5263;2258;2684387;2007003211;113;8407941.6;75;212;4;F2J
30228;5262;4889;2663856;2021000729;187;36803490;54;268;1;Grupo 1
30672;5266;1242;2682910;2021001792;1602;463737304;10;175;1;PL. CD CITIBANK
30619;5269;2525;2682860;2020002256;19;1696048.51;14;356;1;NCD
31079;5277;4791;2694737;2020001047;6;110838.36;10;204;1;RS-MUNICÍPIOS
30169;5280;254;2661400;2020003147;143;14094031.38;11;233;1;Novo Grupo Custeio
30912;5278;4892;2688346;2021000583;280;80089564.36;8;326;1;PREVCE
30227;5279;3438;2663821;2021002047;146;6155876.28;168;182;1;Vitesco
30026;5281;2909;2653077;1993003411;37;11257391.34;103;138;35;GE TERMICA
30421;5282;1482;2676249;2001000138;931;61343459.72;91;175;2;SESI
30422;5283;1482;2676249;2001000138;134;10742176.49;126;153;3;FIEB CIEB IEL
30904;5273;3527;2688330;1996002619;0;0;0;0;5;DIGITAL
30998;5274;3945;2689651;1999002318;148;25446292.32;133;139;8;UpJohn
30642;5284;655;2682877;2021003183;2222;314356919.2;3;106;1;Custeio Flexprev
31146;5288;59;2706157;2000008119;4;776074.39;189;192;10;Salvador
31141;5289;59;2706157;2000008119;1244;165750834.6;0;0;11;NavBrasil
31276;5290;3126;2938927;2021001156;39;2622436.34;216;168;1;Froneri
30266;5291;3126;2667537;2021001318;36;3303909.84;204;168;1;Froneri
31231;5292;919;2743635;1980000719;132;7443740.72;108;240;15;Vitrocolor
30299;5293;2083;2669203;2011002265;49;3469311;19;302;4;Mosaic Potassio
30143;5294;1688;2660993;2021000338;16;5076229.34;11;86;1;NUCLEP
30144;5295;1688;2660996;2021000419;77;15905288.88;6;135;1;ELETRONUCLEAR
30145;5296;1688;2661000;2021001865;53;8706178.26;9;135;1;INB
30817;5297;2258;2685206;1993003029;29;2228634.48;76;226;2;Novozymes BioAG
31076;5300;4707;2694701;2020002647;159;23709067.46;8;291;1;PREVCOM MT
31198;5301;4707;2716859;2018001892;6;237931;6;250;7;MULTI BARRETOS
31196;5302;4707;2716859;2018001892;38;1187320;11;285;8;MULTI ITAPEVI
31192;5303;4707;2716859;2018001892;0;0;0;0;9;MULTI JALES
31190;5304;4707;2716859;2018001892;0;0;0;0;10;MULTI MAIRIPORA
31188;5305;4707;2716859;2018001892;70;6148893;4;199;11;MULTI SANTOS
31195;5306;4707;2716859;2018001892;0;0;0;0;12;MULTI VALENTIM
31059;5307;686;2694307;2022000765;137;31079142.54;438;15;1;SPA
31060;5308;686;2694309;2022001192;45;10520012.75;456;2;1;CODESA
30205;5309;713;2662457;2021003418;113;19723517.84;398;4;1;PLANO PRECE IV
31178;5310;1239;2716345;2022001011;43;5772568.1;368;57;1;BSPS
30337;5311;3438;2671307;2021002438;3085;237817438;60;377;1;BRK
30405;5312;4813;2675887;2017000965;1209;67842628.94;50;323;3;Prevcom2022965
31162;5313;686;2710718;2022001656;233;47171194.04;474;7;1;CDRJ
31061;5314;686;2694313;2022001818;105;22977040.97;476;0;1;CODEBA
31163;5315;686;2710728;2022001729;73;13053355.82;446;15;1;CDP
31233;5316;919;2743635;1980000719;0;0;0;0;16;Sr do Brasil
30675;5319;211;2682912;2021000192;52;0;36;488;1;celos familia
30689;5320;3188;2682918;2021003019;336;43468704.5;6;241;1;BBPREV BRASIL
30572;5317;3438;2682969;2012000347;138;5083137;132;224;2;Metalsa Campo Largo
30577;5318;1208;2682982;1995003956;189;14832575.06;129;137;2;CSN CIMENTOS
30718;5321;1239;2683437;2022000511;103;16947511.36;8;223;1;CD
30719;5322;1239;2683441;2022002547;60;9135780;1;127;1;CD
30720;5323;535;2683445;2021002292;50;0;11;0;1;Entes Federativos
30764;5324;4892;2684413;2021002829;32;5320916.25;7;193;1;PREVCE MUNICÍPIO
30791;5326;1924;2684734;2008003711;168;22094612.15;62;228;18;LARGE
30799;5327;1924;2684760;1989000347;7;664789.97;235;147;10;LARGE
30778;5325;1924;2685129;1989000274;14;1220388;223;98;12;LARGE
30839;5328;1482;2685271;2005004065;79;18726004;37;273;3;TATE&LYLESOLUTIO
30860;5330;1482;2686592;2021003256;20;411336.8;3;117;1;FIESPFLEX
30861;5331;1482;2686599;2022000129;249;1084514.52;2;118;1;SESIFLEX
30862;5332;1482;2686606;2022000056;302;2131198.9;2;118;1;SENAIFLEX
30850;5329;4649;2688194;2010003756;7;984661;8;264;4;CONSÓRCIOS
30903;5333;4769;2688264;2021001083;2;17122.82;16;294;1;ÚNICO
30910;5334;4217;2688342;2021003329;216;24809699.72;3;280;1;MAG FEDERAÇÃO
30938;5335;4217;2688782;2022000919;28;10706878.91;3;364;1;CARIOCAPREV
31007;5336;3126;2690175;1993001492;3;383366.36;237;251;4;Logeyes
31015;5337;4217;2690406;2022000374;25;6181268.21;3;286;1;CAPITALPREV
31058;5338;1818;2694257;2002000174;83;9737832;88;152;2;PLANO BENEF D NEOLAB
31201;5339;4707;2716859;2018001892;0;0;0;0;13;MULTI MIGUELOPOLIS
31202;5340;4707;2716859;2018001892;0;0;0;0;14;MULTI PIRACICABA
31199;5341;4707;2716859;2018001892;7;851189;0;331;15;MULTI LENCOIS
31200;5342;4707;2716859;2018001892;7;409326;0;329;16;MULTI SAO JOSE
31244;5343;4755;2776790;2020002574;6;182110.5;3;252;1;ENTES VILA VELHA
31241;5344;4755;2776790;2020002574;3;65572.91;1;324;2;ENTES JETIBA
31243;5345;4755;2776790;2020002574;3;368201.6;4;216;3;ENTES CARIACICA
31242;5346;4755;2776790;2020002574;6;148571.54;2;276;4;ENTES GUARAPARI
